港澳台1,#genre#凤凰资讯高清,http://218.104.239.114:9901/tsfile/live/1012_1.m3u8
美亚电影台(HK),http://50.7.234.10:8278/meiyamovie_twn/playlist.m3u8?tid=MD3D6323299363232993&ct=18392&tsum=3f73f541d33abe71140d28ada99a071b
东森电影台,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9901&tk=e640d0a1bf70
东森电影台,http://1b6467f415.iok.la:9931/tsfile/live/1043_1.m3u8
翡翠台,http://119.32.12.17:2901/udp/224.1.100.1:11111
TVB无线新闻台,https://v2hcdn.jdshipin.com/news/news.stream/chunklist_w105.m3u8
TVB无线新闻台,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2845&tk=e503191f8e20
TVB无线新闻台,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
TVB无线新闻台,http://ku9.3n.cc/smt.php?id=inews_twn
TVB无线新闻台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=21
TVB星河,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
TVB星河台,http://php.jdshipin.com:8880/PLTV/iptv.php?id=xinghe
TVB星河台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe

TVB星河,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe

龙华电影,http://live4play.uk/livehttpplay?channel_id=10129

龙华电影,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8472&tk=e503191f8e20

龙华电影,http://ku9.3n.cc/smt.php?id=xingwei_movie

龙华电影,https://stream1.freetv.fun/bb02041f583163ef2f0618ac53f1ed97f03c5ca37f16f0dcfd15bcd02630a4f0.m3u8

龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8

龙华电影,https://ali.hlspull.yximgs.com/live/moa47.flv

龙华电影,http://ali.hlspull.yximgs.com/live/7771ddsshabibscbmllonghuadyl00eqoklhdjhflhfsdfagksh-9999547666-8845f-52660dfb346liLecbcdncnpfhgkdfghdlivcctv9HDopdeafaiiiisgdbkasdfsbiiilllll1llllllllllllllllllilldfsldhfsfjlfjfdsklf4dlkfdfgksfhskfsfddlafakfhajdfsaad.flv

龙华电影,https://epg.pw/stream/40b36f22bc200d2eccafe911754659c0d0414655094c7299bb16932754de1130.m3u8

东森洋片,http://50.7.234.10:8278/ettvwestern/playlist.m3u8?tid=MC2C7134276471342764&ct=19225&tsum=4889d0c08d077336bd5066b912891aee

東森洋片,http://50.7.234.10:8278/ettvwestern/playlist.m3u8?tid=MB7B8303252483032524&ct=19249&tsum=14f89967cdf6c504230be29a87cc54f0

东森洋片,http://50.7.234.10:8278/ettvwestern/playlist.m3u8?tid=mfdfc048e6c2416337202&ct=17874&tsum=cad39b26202d525ea820bee1d69e545f

东森洋片,https://cdn.iptv8k.top/dl/jrys.php?id=232&time=20240926215313&ip=111.229.253.40

东森洋片,http://108.181.20.197/livehttpplay?channel_id=20080

星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193

星空卫视,http://wouu.net:9977/rtp/239.93.1.10:2193

星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
星空卫视国际,http://13457610200.8866.org:2018/live/星空国际/index.m3u8
星空卫视,http://vl15191373.imwork.net:8880/udp/239.93.0.156:2193

凤凰资讯高清,http://218.104.239.114:9901/tsfile/live/1012_1.m3u8

凤凰电影台,http://122.224.58.42:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0

大湾区卫视高清,http://14.117.236.127:9001/udp/239.77.0.215:5146

无线新闻台,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8

TVB星河台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe

TVB星河台,http://php.jdshipin.com:8880/PLTV/iptv.php?id=xinghe

星卫电影台,https://epg.pw/stream/28fc6d59dcde509467bc34a5035e449bc335d434f8692144ebc6c74b9b703b7f.ctv

星卫电影台,http://50.7.234.10:8278/xingwei_movie/playlist.m3u8?tid=MBDB4578128345781283&ct=19225&tsum=f2041ec954c95b4a5fe29d7ccbfe5b60amc電影台,http://4gtv.mumi.rip:9877/39/4gtv-4gtv017/index.m3u8

AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8

