央视1,#genre#
湖北卫视,http://foxtv.zone.id/ublive.php?id=3229
湖北卫视,http://foxtv.zone.id/ublive.php?id=227
东南卫视,http://foxtv.zone.id/ublive.php?id=228
辽宁卫视,http://foxtv.zone.id/ublive.php?id=229
深圳卫视,http://foxtv.zone.id/ublive.php?id=230
深圳卫视,http://foxtv.zone.id/ublive.php?id=3230
安徽卫视,http://foxtv.zone.id/ublive.php?id=232
安徽卫视,http://foxtv.zone.id/ublive.php?id=2830
四川卫视,http://foxtv.zone.id/ublive.php?id=233
山东卫视,http://foxtv.zone.id/ublive.php?id=234
青田電視台,http://foxtv.zone.id/ublive.php?id=2295
天津衛視,http://foxtv.zone.id/ublive.php?id=1093
江西衛視,http://foxtv.zone.id/ublive.php?id=1097
新疆衛視,http://foxtv.zone.id/ublive.php?id=1026

港澳台1,#genre#
鳳凰資訊,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
鳳凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
鳳凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
鳳凰中文,http://aktv_stream.m16tv.cfd/stream/aktv2/null-1/AKTV.m3u8
鳳凰資訊,http://aktv_stream.m16tv.cfd/stream/aktv2/null-2/AKTV.m3u8
鳳凰香港,http://aktv_stream.m16tv.cfd/stream/aktv2/null-5/AKTV.m3u8
鳳凰資訊,https://cdn3.163189.xyz/live/fhzx/stream.m3u8
鳳凰中文,https://cdn.163189.xyz/live/fhzw/stream.m3u8
鳳凰香港,https://cdn6.163189.xyz/live/fhhk/stream.m3u8
鳳凰資訊,http://218.104.239.114:9901/tsfile/live/1012_1.m3u8
鳳凰中文,http://218.104.239.114:9901/tsfile/live/1013_1.m3u8

香港衛視,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港衛視,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
亞洲新聞台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
亞洲新聞台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
環球電視台,http://zb.xzxwhcb.com:9999/hls/world.m3u8

澳門蓮花,http://php.jdshipin.com:8880/amlh.php
澳門Macau,http://php.jdshipin.com/TVOD/iptv.php?id=as
澳視澳門,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳視澳門,http://113.105.29.43:60901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台,https://cdn3.163189.xyz/live/fct/stream.m3u8
翡翠台,http://aktv_stream.m16tv.cfd/stream/aktv2/null/AKTV.m3u8
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
TVB Plus,rtmp://116.93.98.236/sat/hk011
無綫新聞台,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
無綫新聞台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
無綫新聞台,http://aktv_stream.m16tv.cfd/stream/aktv2/null-4/AKTV.m3u8
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
明珠台,http://aktv_stream.m16tv.cfd/stream/aktv2/null-23/AKTV.m3u8
TVB星河台,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
TVB星河台,http://php.jdshipin.com/smt.php?id=Xinhe
千禧經典台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
娛樂新聞台,http://php.jdshipin.com/smt.php?id=Tvbentertainment
娛樂新聞台,https://lb-mvtv-live.v2h-cdn.com/redirect/enew/enew.stream?type=m3u8
TVB功夫台,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
美亞電影台,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
美亞電影台,http://aktv_stream.m16tv.cfd/stream/aktv2/hk/AKTV.m3u8
Astro華麗台,http://php.jdshipin.com/TVOD/iptv.php?id=huali
Astro劇集台,http://php.jdshipin.com/TVOD/iptv.php?id=aod

中視,rtmp://f13h.mine.nu/sat/tv091
華視,rtmp://f13h.mine.nu/sat/tv111
民視,rtmp://f13h.mine.nu/sat/tv051
台視,rtmp://f13h.mine.nu/sat/tv071
民視,http://122.117.71.103:8504/http/220.130.87.218:8081/hls/85/80/Ftv4max.m3u8
中視,http://122.117.71.103:8502/http/220.130.87.218:8081/hls/88/80/Ctv4max.m3u8
華視,http://122.117.71.103:8503/http/220.130.87.218:8081/hls/89/80/Cts4max.m3u8
中天新聞台,http://122.117.71.103:8540/http/220.130.87.218:8081/hls/78/80/ch063max.m3u8
中天新聞台,http://aktv_stream.m16tv.cfd/stream/yt/null/AKTV.m3u8
中天娛樂台,http://122.117.71.103:8526/http/220.130.87.218:8081
港澳台2,#genre#
凤凰中文,https://cdn.163.dedyn.io/live/fhzw/stream.m3u8
香港卫视,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/hkphoenix_twn/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq/playlist.m3u8?
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
TVB星河,http://v2h.1789.dpdns.org/xinghe_1/xinghe_1.stream/chunklist_w100006.m3u8
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
台湾省频道,#genre#
东森新闻,https://gdfire2.67890123.cn:8088/live/dsxw.m3u8
中天新闻,https://gdfire2.67890123.cn:8088/live/ztxw.m3u8
中天新闻2,https://gdfire2.67890123.cn:8088/live/ztxw2.m3u8
寰宇新闻,https://gdfire2.67890123.cn:8088/live/hyxw.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
大爱频道,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
人间卫視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
環球電視台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
电影轮播,#genre# 
1905电影,http://120.76.248.139/live/lunbo/ssdy.m3u8      
美亚电影[1280*720],http://198.16.100.186:8278/meiyamovie_twn/playlist.m3u8?tid=MFEF1001328410013284&ct=19226&tsum=9839709ca0f37641c5d1ba962c3bc739
邵氏影院,http://zzy789.xyz/douyu1.php?id=4246519
动物星球[1280*720],http://198.16.100.186:8278/AnimalPlanet/playlist.m3u8?tid=MD5D8455808984558089&ct=19254&tsum=899db3292c39fbba53680601a57ee552
爱情喜剧,http://39.135.133.179/wh7f454c46tw3378680319_-1260803661/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
超级电视,http://39.135.133.157/wh7f454c46tw3396861412_717598319/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级电视剧, http://39.135.133.157/wh7f454c46tw3396861412_717598319/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级电影,http://39.135.133.140/wh7f454c46tw3399957942_-952950707/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级综艺,http://39.135.133.156/wh7f454c46tw3405748083_1621536023/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
东北热剧,http://39.135.133.152/wh7f454c46tw3412215089_-183215457/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
家庭剧场,http://39.135.133.179/wh7f454c46tw3424810794_-1570903617/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
农村致富,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
惊悚悬疑,http://39.135.133.138/wh7f454c46tw3427737451_-1987574820/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
精品记录,http://39.135.133.157/wh7f454c46tw3430143148_-301284145/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
军旅剧场,http://39.135.133.156/wh7f454c46tw3437366522_-1423147017/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
明星大片,http://39.135.133.174/wh7f454c46tw3440324130_1160087216/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
NewTv海外剧场,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
NewTv潮妈辣婆,http://39.134.65.65:80/TVOD/88888888/224/3221225542/main.m3u8
NewTv中国功夫,http://39.134.64.87:6610/PLTV/88888888/224/3221225681/index.m3u8
NewTv动作电影,http://39.135.133.167:80/PLTV/88888888/224/3221225555/1.m3u8
NewTv动作电影,http://39.135.133.167:80/PLTV/88888888/224/3221225555/1.m3u8
剧集_TVB剧场1,http://huanqiuzhibo.cn/manifest/douyu.php?id=7655471
纬来电影,http://122.117.71.103:8554/http/61.222.53.250:8081/hls/69/811/ch35.m3u8
经典邵氏,http://lxajh.top/tv/douyu.php?id=4246519
经典邵氏,http://jiaojirentv.top/2020/dy.php?id=4246519

弯弯,#genre#
民視,http://foxtv.zone.id/ublive.php?id=336
民視,http://foxtv.zone.id/ublive.php?id=2805
台視,http://foxtv.zone.id/ublive.php?id=326
台視,http://foxtv.zone.id/ublive.php?id=312
中視,http://foxtv.zone.id/ublive.php?id=333
中視,http://foxtv.zone.id/ublive.php?id=1041
華視,http://foxtv.zone.id/ublive.php?id=32
華視,http://foxtv.zone.id/ublive.php?id=2282
公視,http://foxtv.zone.id/ublive.php?id=86
公視,http://foxtv.zone.id/ublive.php?id=28
好消息,http://foxtv.zone.id/ublive.php?id=104
客家電視,http://foxtv.zone.id/ublive.php?id=76
緯來綜合,http://foxtv.zone.id/ublive.php?id=2726
八大第一,http://foxtv.zone.id/ublive.php?id=318
八大綜合,http://foxtv.zone.id/ublive.php?id=3258
八大綜合,http://foxtv.zone.id/ublive.php?id=2286
三立臺灣,http://foxtv.zone.id/ublive.php?id=35
三立臺灣,http://foxtv.zone.id/ublive.php?id=2436
三立臺灣,http://foxtv.zone.id/ublive.php?id=21
三立都會,http://foxtv.zone.id/ublive.php?id=2435
三立都會,http://foxtv.zone.id/ublive.php?id=1001
三立都會,http://foxtv.zone.id/ublive.php?id=38
東森綜合,http://foxtv.zone.id/ublive.php?id=372
東森綜合-替,http://foxtv.zone.id/ublive.php?id=3254
東森超視,http://foxtv.zone.id/ublive.php?id=80
東森購物2,http://foxtv.zone.id/ublive.php?id=1156
中天綜合,http://foxtv.zone.id/ublive.php?id=3072
中天綜合,http://foxtv.zone.id/ublive.php?id=54
中天娛樂,http://foxtv.zone.id/ublive.php?id=324
TVBS歡樂,http://foxtv.zone.id/ublive.php?id=40
八大精彩,http://foxtv.zone.id/ublive.php?id=1024
JET綜合,http://foxtv.zone.id/ublive.php?id=41
東森購物1,http://foxtv.zone.id/ublive.php?id=1155
TVBS,http://foxtv.zone.id/ublive.php?id=2273
TVBS,http://foxtv.zone.id/ublive.php?id=16
緯來育樂,http://foxtv.zone.id/ublive.php?id=338
緯來育樂（測試）,http://foxtv.zone.id/ublive.php?id=2772
緯來日本-1,http://foxtv.zone.id/ublive.php?id=337
緯來日本（備）,http://foxtv.zone.id/ublive.php?id=46
緯來日本,http://foxtv.zone.id/ublive.php?id=3266
國興衛視,http://foxtv.zone.id/ublive.php?id=65
信大電視,http://foxtv.zone.id/ublive.php?id=422
八大娱乐,http://foxtv.zone.id/ublive.php?id=105
公視3台,http://foxtv.zone.id/ublive.php?id=1340
好消息2,http://foxtv.zone.id/ublive.php?id=363
高點綜合,http://foxtv.zone.id/ublive.php?id=99
中天亞洲,http://foxtv.zone.id/ublive.php?id=2277
中天亞洲,http://foxtv.zone.id/ublive.php?id=322
民視第一台,http://foxtv.zone.id/ublive.php?id=3272
民視台灣,http://foxtv.zone.id/ublive.php?id=36
龍華日韓,http://foxtv.zone.id/ublive.php?id=382
豬哥會社,http://foxtv.zone.id/ublive.php?id=103
ELTA娛樂台,http://foxtv.zone.id/ublive.php?id=351
韓國娛樂,http://foxtv.zone.id/ublive.php?id=73
靖天國際,http://foxtv.zone.id/ublive.php?id=345
靖天育樂,http://foxtv.zone.id/ublive.php?id=1029
靖天日本,http://foxtv.zone.id/ublive.php?id=108
靖天歡樂,http://foxtv.zone.id/ublive.php?id=51
三立綜合,http://foxtv.zone.id/ublive.php?id=315
三立綜合,http://foxtv.zone.id/ublive.php?id=2815
靖天資訊,http://foxtv.zone.id/ublive.php?id=49
中視經典,http://foxtv.zone.id/ublive.php?id=185
中視菁采,http://foxtv.zone.id/ublive.php?id=74
TVBS精采,http://foxtv.zone.id/ublive.php?id=66
年代much,http://foxtv.zone.id/ublive.php?id=1359
ELTA綜合,http://foxtv.zone.id/ublive.php?id=1137
東森購物3,http://foxtv.zone.id/ublive.php?id=1584
MOMO購物1,http://foxtv.zone.id/ublive.php?id=1585
MOMO購物2,http://foxtv.zone.id/ublive.php?id=1586
美好購物1,http://foxtv.zone.id/ublive.php?id=1591
美好購物2,http://foxtv.zone.id/ublive.php?id=1592
大立電視,http://foxtv.zone.id/ublive.php?id=1593
國會頻道１,http://foxtv.zone.id/ublive.php?id=2614
國會頻道2,http://foxtv.zone.id/ublive.php?id=420
海豚綜合,http://foxtv.zone.id/ublive.php?id=262
台灣地震監視,http://foxtv.zone.id/ublive.php?id=2637
誠心電視,http://foxtv.zone.id/ublive.php?id=495
萬秀豬王,http://foxtv.zone.id/ublive.php?id=2978
三立新聞,http://foxtv.zone.id/ublive.php?id=43
三立新聞-2,http://foxtv.zone.id/ublive.php?id=2794
三立新聞,http://foxtv.zone.id/ublive.php?id=2392
三立新聞+,http://foxtv.zone.id/ublive.php?id=320
東森新聞,http://foxtv.zone.id/ublive.php?id=1025
東森新聞4,http://foxtv.zone.id/ublive.php?id=2766
東森新聞,http://foxtv.zone.id/ublive.php?id=2393
東森亞洲,http://foxtv.zone.id/ublive.php?id=3
中天新聞2,http://foxtv.zone.id/ublive.php?id=2420
中天新聞2台,http://foxtv.zone.id/ublive.php?id=152
民視新聞,http://foxtv.zone.id/ublive.php?id=2395
TVBS新聞,http://foxtv.zone.id/ublive.php?id=2736
TVBS新聞,http://foxtv.zone.id/ublive.php?id=2396
東森財經,http://foxtv.zone.id/ublive.php?id=2397
華視新聞-2,http://foxtv.zone.id/ublive.php?id=2424
三立iNEWS-2,http://foxtv.zone.id/ublive.php?id=6
台視新聞,http://foxtv.zone.id/ublive.php?id=2399
台視新聞,http://foxtv.zone.id/ublive.php?id=1
中視新聞,http://foxtv.zone.id/ublive.php?id=2400
寰宇新聞台灣,http://foxtv.zone.id/ublive.php?id=2401
寰宇新聞,http://foxtv.zone.id/ublive.php?id=304
寰宇財經,http://foxtv.zone.id/ublive.php?id=2536
公視新聞,http://foxtv.zone.id/ublive.php?id=20
寰宇臺灣,http://foxtv.zone.id/ublive.php?id=87
年代新聞,http://foxtv.zone.id/ublive.php?id=2719
壹新聞,http://foxtv.zone.id/ublive.php?id=2777
年代新聞-備,http://foxtv.zone.id/ublive.php?id=1099
台視財經,http://foxtv.zone.id/ublive.php?id=300
鏡新聞mnews,http://foxtv.zone.id/ublive.php?id=463
三立国際,http://foxtv.zone.id/ublive.php?id=2285
CBN News,http://foxtv.zone.id/ublive.php?id=499
東森戲劇,http://foxtv.zone.id/ublive.php?id=2825
東森戲劇-備,http://foxtv.zone.id/ublive.php?id=321
八大戲劇,http://foxtv.zone.id/ublive.php?id=81
緯來戲劇,http://foxtv.zone.id/ublive.php?id=2727
緯來戲劇-備,http://foxtv.zone.id/ublive.php?id=339
東森電影,http://foxtv.zone.id/ublive.php?id=350
東森電影,http://foxtv.zone.id/ublive.php?id=2720
緯來電影,http://foxtv.zone.id/ublive.php?id=2728
緯來電影,http://foxtv.zone.id/ublive.php?id=3252
HBO HD,http://foxtv.zone.id/ublive.php?id=332
HBO HD,http://foxtv.zone.id/ublive.php?id=2823
東森洋片,http://foxtv.zone.id/ublive.php?id=1128
壹電影,http://foxtv.zone.id/ublive.php?id=2284
好萊塢電影,http://foxtv.zone.id/ublive.php?id=37
愛爾達影劇,http://foxtv.zone.id/ublive.php?id=500
CineMAX,http://foxtv.zone.id/ublive.php?id=346
緯來精彩,http://foxtv.zone.id/ublive.php?id=2280
EYE戲劇,http://foxtv.zone.id/ublive.php?id=191
三立戲劇,http://foxtv.zone.id/ublive.php?id=64
三立戲劇,http://foxtv.zone.id/ublive.php?id=2819
龍華偶像,http://foxtv.zone.id/ublive.php?id=385
霹靂臺灣,http://foxtv.zone.id/ublive.php?id=1339
美亞電影,http://foxtv.zone.id/ublive.php?id=375
HBOSignature,http://foxtv.zone.id/ublive.php?id=329
HBOSignature,http://foxtv.zone.id/ublive.php?id=2824
HBO Hits,http://foxtv.zone.id/ublive.php?id=330
采昌影劇,http://foxtv.zone.id/ublive.php?id=2804
影迷數位電影,http://foxtv.zone.id/ublive.php?id=2800
龍華戲劇,http://foxtv.zone.id/ublive.php?id=2796
龍華經典,http://foxtv.zone.id/ublive.php?id=100
龍翔時代,http://foxtv.zone.id/ublive.php?id=373
AXN臺灣,http://foxtv.zone.id/ublive.php?id=2816
天映經典,http://foxtv.zone.id/ublive.php?id=2289
AXN亞洲,http://foxtv.zone.id/ublive.php?id=1066
Trill恐怖電影,http://foxtv.zone.id/ublive.php?id=18
龍華電影,http://foxtv.zone.id/ublive.php?id=311
華納電影,http://foxtv.zone.id/ublive.php?id=83
龍華洋片,http://foxtv.zone.id/ublive.php?id=341
飢餓遊戲,http://foxtv.zone.id/ublive.php?id=264
緯來體育,http://foxtv.zone.id/ublive.php?id=118
緯來體育,http://foxtv.zone.id/ublive.php?id=2732
ELTA體育1,http://foxtv.zone.id/ublive.php?id=192
ELTA體育1,http://foxtv.zone.id/ublive.php?id=2729
ELTA體育2,http://foxtv.zone.id/ublive.php?id=2730
ELTA體育2,http://foxtv.zone.id/ublive.php?id=193
ELTA體育3,http://foxtv.zone.id/ublive.php?id=2731
ELTA體育3,http://foxtv.zone.id/ublive.php?id=194
ELTA體育4,http://foxtv.zone.id/ublive.php?id=2820
ELTA體育4-備,http://foxtv.zone.id/ublive.php?id=3255
Eleven Sport 1,http://foxtv.zone.id/ublive.php?id=3224
Eleven Sport 2,http://foxtv.zone.id/ublive.php?id=301
Z頻道,http://foxtv.zone.id/ublive.php?id=1130
博斯無限,http://foxtv.zone.id/ublive.php?id=381
博斯無限,http://foxtv.zone.id/ublive.php?id=2797
博斯無限2,http://foxtv.zone.id/ublive.php?id=426
博斯無限2,http://foxtv.zone.id/ublive.php?id=2798
博斯運動1,http://foxtv.zone.id/ublive.php?id=379
博斯運動2,http://foxtv.zone.id/ublive.php?id=380
亞洲旅遊,http://foxtv.zone.id/ublive.php?id=2299
探索頻道,http://foxtv.zone.id/ublive.php?id=2817
探索頻道,http://foxtv.zone.id/ublive.php?id=1035
大陸尋奇,http://foxtv.zone.id/ublive.php?id=102
動物星球,http://foxtv.zone.id/ublive.php?id=367
探索亞洲,http://foxtv.zone.id/ublive.php?id=306
探索科學,http://foxtv.zone.id/ublive.php?id=343
探索科學-2,http://foxtv.zone.id/ublive.php?id=3275
國家野生（英）,http://foxtv.zone.id/ublive.php?id=1038
探索EVE,http://foxtv.zone.id/ublive.php?id=1036
視納華仁紀實,http://foxtv.zone.id/ublive.php?id=91
美食星球,http://foxtv.zone.id/ublive.php?id=3073
美食星球,http://foxtv.zone.id/ublive.php?id=1360
EYE旅遊,http://foxtv.zone.id/ublive.php?id=1494
探索動力DMAX,http://foxtv.zone.id/ublive.php?id=335
Globetrotter（MOD）,http://foxtv.zone.id/ublive.php?id=3259
MOMO親子,http://foxtv.zone.id/ublive.php?id=2767
東森幼幼,http://foxtv.zone.id/ublive.php?id=371
東森幼幼,http://foxtv.zone.id/ublive.php?id=2771
東森亞洲呦呦,http://foxtv.zone.id/ublive.php?id=293
CN卡通,http://foxtv.zone.id/ublive.php?id=107
靖天卡通,http://foxtv.zone.id/ublive.php?id=344
大愛一臺,http://foxtv.zone.id/ublive.php?id=11
港澳頻道,#genre#
TVB翡翠,http://foxtv.zone.id/ublive.php?id=390
TVB翡翠,http://foxtv.zone.id/ublive.php?id=30
TVB明珠,http://foxtv.zone.id/ublive.php?id=391
TVB明珠,http://foxtv.zone.id/ublive.php?id=2437
TVB plus,http://foxtv.zone.id/ublive.php?id=45
TVB plus,http://foxtv.zone.id/ublive.php?id=394
HOY资讯台,http://foxtv.zone.id/ublive.php?id=395
HOY资讯台（備）,http://foxtv.zone.id/ublive.php?id=3268
Viu TV,http://foxtv.zone.id/ublive.php?id=2334
Viutv,http://foxtv.zone.id/ublive.php?id=72
TVB_POPC,http://foxtv.zone.id/ublive.php?id=2818
TVB J2,http://foxtv.zone.id/ublive.php?id=392
TVB J2,http://foxtv.zone.id/ublive.php?id=2834
NOWtv-1,http://foxtv.zone.id/ublive.php?id=396
NOWTV,http://foxtv.zone.id/ublive.php?id=1246
鳳凰香港,http://foxtv.zone.id/ublive.php?id=2810
鳳凰衛視,http://foxtv.zone.id/ublive.php?id=2291
鳳凰衛視,http://foxtv.zone.id/ublive.php?id=2812
鳳凰资讯,http://foxtv.zone.id/ublive.php?id=2811
鳳凰资讯,http://foxtv.zone.id/ublive.php?id=2292
星空衛視,http://foxtv.zone.id/ublive.php?id=56
HOY,http://foxtv.zone.id/ublive.php?id=401
HOY（備）,http://foxtv.zone.id/ublive.php?id=3267
HKIBC,http://foxtv.zone.id/ublive.php?id=354
HKIBC（備）,http://foxtv.zone.id/ublive.php?id=3269
廣東珠江,http://foxtv.zone.id/ublive.php?id=1034
18台,http://foxtv.zone.id/ublive.php?id=44
18台,http://foxtv.zone.id/ublive.php?id=2813
澳門蓮花,http://foxtv.zone.id/ublive.php?id=70
鳳凰電影,http://foxtv.zone.id/ublive.php?id=2814
Viutv 6,http://foxtv.zone.id/ublive.php?id=176
創世電視,http://foxtv.zone.id/ublive.php?id=1317
Euronews English,http://foxtv.zone.id/ublive.php?id=2342
TVB亞洲劇,http://foxtv.zone.id/ublive.php?id=1048
TVB粵語片,http://foxtv.zone.id/ublive.php?id=1589
TVB1,http://foxtv.zone.id/ublive.php?id=1242
TVB DRAMA,http://foxtv.zone.id/ublive.php?id=1243
TVBJ1,http://foxtv.zone.id/ublive.php?id=1244
TVBE,http://foxtv.zone.id/ublive.php?id=1245
新時代東部,http://foxtv.zone.id/ublive.php?id=1286
（時移）新時代東,http://foxtv.zone.id/ublive.php?id=1287
新時代2,http://foxtv.zone.id/ublive.php?id=1288
城市電視,http://foxtv.zone.id/ublive.php?id=1289
新聞頻道,#genre#
HOY资讯台,http://foxtv.zone.id/ublive.php?id=395
HOY资讯台（備）,http://foxtv.zone.id/ublive.php?id=3268
HKIBC,http://foxtv.zone.id/ublive.php?id=354
HKIBC（備）,http://foxtv.zone.id/ublive.php?id=3269
三立新聞,http://foxtv.zone.id/ublive.php?id=43
三立新聞-2,http://foxtv.zone.id/ublive.php?id=2794
三立新聞,http://foxtv.zone.id/ublive.php?id=2392
三立新聞+,http://foxtv.zone.id/ublive.php?id=320
東森新聞,http://foxtv.zone.id/ublive.php?id=1025
東森新聞4,http://foxtv.zone.id/ublive.php?id=2766
東森新聞,http://foxtv.zone.id/ublive.php?id=2393
東森亞洲,http://foxtv.zone.id/ublive.php?id=3
中天新聞,http://foxtv.zone.id/ublive.php?id=2394
中天新聞2,http://foxtv.zone.id/ublive.php?id=2420
中天新聞2台,http://foxtv.zone.id/ublive.php?id=152
民視新聞,http://foxtv.zone.id/ublive.php?id=2395
TVBS新聞,http://foxtv.zone.id/ublive.php?id=2736
TVBS新聞,http://foxtv.zone.id/ublive.php?id=2396
東森財經,http://foxtv.zone.id/ublive.php?id=2397
華視新聞-2,http://foxtv.zone.id/ublive.php?id=2424
三立iNEWS,http://foxtv.zone.id/ublive.php?id=2398
三立iNEWS-2,http://foxtv.zone.id/ublive.php?id=6
台視新聞,http://foxtv.zone.id/ublive.php?id=2399
台視新聞,http://foxtv.zone.id/ublive.php?id=1
中視新聞,http://foxtv.zone.id/ublive.php?id=2400
中視新聞,http://foxtv.zone.id/ublive.php?id=7
寰宇新聞台灣,http://foxtv.zone.id/ublive.php?id=2401
寰宇新聞,http://foxtv.zone.id/ublive.php?id=304
寰宇財經,http://foxtv.zone.id/ublive.php?id=2536
公視新聞,http://foxtv.zone.id/ublive.php?id=20
寰宇臺灣,http://foxtv.zone.id/ublive.php?id=87
年代新聞,http://foxtv.zone.id/ublive.php?id=2719
壹新聞,http://foxtv.zone.id/ublive.php?id=2777
年代新聞-備,http://foxtv.zone.id/ublive.php?id=1099
非凡新聞,http://foxtv.zone.id/ublive.php?id=2795
非凡新聞（備）,http://foxtv.zone.id/ublive.php?id=3236
非凡商業新聞,http://foxtv.zone.id/ublive.php?id=314
台視財經,http://foxtv.zone.id/ublive.php?id=300
運通財經,http://foxtv.zone.id/ublive.php?id=79
SBN全球財經,http://foxtv.zone.id/ublive.php?id=1497
鏡新聞mnews,http://foxtv.zone.id/ublive.php?id=463
三立国際,http://foxtv.zone.id/ublive.php?id=2285
DW德國之聲,http://foxtv.zone.id/ublive.php?id=1059
FRANCE 24 English,http://foxtv.zone.id/ublive.php?id=2231
新唐人亞太台,http://foxtv.zone.id/ublive.php?id=10
CBN News,http://foxtv.zone.id/ublive.php?id=499
Bloomberg Business,http://foxtv.zone.id/ublive.php?id=1046
Al Jazeera,http://foxtv.zone.id/ublive.php?id=1144
Bloomberg Quicktake,http://foxtv.zone.id/ublive.php?id=370
Euronews English,http://foxtv.zone.id/ublive.php?id=2342
NHK WORLD,http://foxtv.zone.id/ublive.php?id=1394
United Nations,http://foxtv.zone.id/ublive.php?id=184
CANAL 24,http://foxtv.zone.id/ublive.php?id=115
Channels,http://foxtv.zone.id/ublive.php?id=1495
CGTN English,http://foxtv.zone.id/ublive.php?id=2362
CGTN Documentary,http://foxtv.zone.id/ublive.php?id=2363
CGTN Français,http://foxtv.zone.id/ublive.php?id=2364
GB News,http://foxtv.zone.id/ublive.php?id=77
FRANCE 24,http://foxtv.zone.id/ublive.php?id=1042
CNN Indonesia,http://foxtv.zone.id/ublive.php?id=1145
影視頻道,#genre#
八大精彩,http://foxtv.zone.id/ublive.php?id=1024
龍華日韓,http://foxtv.zone.id/ublive.php?id=382
東森戲劇,http://foxtv.zone.id/ublive.php?id=2825
東森戲劇-備,http://foxtv.zone.id/ublive.php?id=321
八大戲劇,http://foxtv.zone.id/ublive.php?id=81
緯來戲劇,http://foxtv.zone.id/ublive.php?id=2727
緯來戲劇-備,http://foxtv.zone.id/ublive.php?id=339
東森電影,http://foxtv.zone.id/ublive.php?id=350
東森電影,http://foxtv.zone.id/ublive.php?id=2720
緯來電影,http://foxtv.zone.id/ublive.php?id=2728
緯來電影,http://foxtv.zone.id/ublive.php?id=3252
HBO HD,http://foxtv.zone.id/ublive.php?id=332
HBO HD,http://foxtv.zone.id/ublive.php?id=2823
東森洋片,http://foxtv.zone.id/ublive.php?id=1128
壹電影,http://foxtv.zone.id/ublive.php?id=2284
好萊塢電影,http://foxtv.zone.id/ublive.php?id=37
愛爾達影劇,http://foxtv.zone.id/ublive.php?id=500
CineMAX,http://foxtv.zone.id/ublive.php?id=346
緯來精彩,http://foxtv.zone.id/ublive.php?id=2280
EYE戲劇,http://foxtv.zone.id/ublive.php?id=191
三立戲劇,http://foxtv.zone.id/ublive.php?id=64
三立戲劇,http://foxtv.zone.id/ublive.php?id=2819
